RSSI-Org;alpha;Reading Number;;RSSI
-5852;120;4;;-58.52
-5861;120;4;;-58.61
-5861;120;4;;-58.61
-5837;130;4;;-58.37
-5856;130;4;;-58.56
-5847;130;4;;-58.47
-5847;130;4;;-58.47
-5856;130;4;;-58.56
-5856;130;4;;-58.56
-5805;140;4;;-58.05
-5823;140;4;;-58.23
-5795;140;4;;-57.95
-5814;140;4;;-58.14
-5805;140;4;;-58.05
-5823;140;4;;-58.23
-5805;140;4;;-58.05
-5776;150;4;;-57.76
-5767;150;4;;-57.67
-5776;150;4;;-57.76
-5776;150;4;;-57.76
-5776;150;4;;-57.76
-5776;150;4;;-57.76
-5795;150;4;;-57.95
-5725;160;4;;-57.25
-5734;160;4;;-57.34
-5734;160;4;;-57.34
-5734;160;4;;-57.34
-5734;160;4;;-57.34
-5734;160;4;;-57.34
-5743;160;4;;-57.43
-5725;170;4;;-57.25
-5715;170;4;;-57.15
-5715;170;4;;-57.15
-5725;170;4;;-57.25
-5715;170;4;;-57.15
-5734;170;4;;-57.34
-5725;180;4;;-57.25
-5725;180;4;;-57.25
-5715;180;4;;-57.15
-5706;180;4;;-57.06
-5687;180;4;;-56.87
-5696;180;4;;-56.96
-5734;-170;4;;-57.34
-5725;-170;4;;-57.25
-5743;-170;4;;-57.43
-5743;-170;4;;-57.43
-5734;-170;4;;-57.34
-5725;-170;4;;-57.25
-5734;-170;4;;-57.34
-5706;-160;4;;-57.06
-5696;-160;4;;-56.96
-5706;-160;4;;-57.06
-5696;-160;4;;-56.96
-5706;-160;4;;-57.06
-5706;-160;4;;-57.06
-5805;-150;4;;-58.05
-5795;-150;4;;-57.95
-5814;-150;4;;-58.14
-5814;-150;4;;-58.14
-5823;-150;4;;-58.23
-5805;-150;4;;-58.05
-5805;-150;4;;-58.05
-5847;-140;4;;-58.47
-5875;-140;4;;-58.75
-5856;-140;4;;-58.56
-5847;-140;4;;-58.47
-5847;-140;4;;-58.47
-5894;-140;4;;-58.94
-5772;-130;4;;-57.72
-5781;-130;4;;-57.81
-5809;-130;4;;-58.09
-5781;-130;4;;-57.81
-5772;-130;4;;-57.72
-5781;-130;4;;-57.81
-5809;-130;4;;-58.09
-5875;-120;4;;-58.75
-5847;-120;4;;-58.47
-5856;-120;4;;-58.56
-5875;-120;4;;-58.75
-5875;-120;4;;-58.75
-5894;-120;4;;-58.94
-5856;-120;4;;-58.56
-5875;-110;4;;-58.75
-5884;-110;4;;-58.84
-5875;-110;4;;-58.75
-5894;-110;4;;-58.94
-5875;-110;4;;-58.75
-5875;-110;4;;-58.75
-5894;-110;4;;-58.94
-5899;-100;4;;-58.99
-5899;-100;4;;-58.99
-5908;-100;4;;-59.08
-5917;-100;4;;-59.17
-5917;-100;4;;-59.17
-5917;-100;4;;-59.17
-5974;-90;4;;-59.74
-5974;-90;4;;-59.74
-5964;-90;4;;-59.64
-5964;-90;4;;-59.64
-5964;-90;4;;-59.64
-5974;-90;4;;-59.74
-5993;-90;4;;-59.93
-5950;-80;4;;-59.5
-5960;-80;4;;-59.6
-5960;-80;4;;-59.6
-5969;-80;4;;-59.69
-5960;-80;4;;-59.6
-5950;-80;4;;-59.5
-5941;-80;4;;-59.41
-5960;-70;4;;-59.6
-5960;-70;4;;-59.6
-5950;-70;4;;-59.5
-5950;-70;4;;-59.5
-5950;-70;4;;-59.5
-5941;-70;4;;-59.41
-5950;-70;4;;-59.5
-5922;-60;4;;-59.22
-5931;-60;4;;-59.31
-5913;-60;4;;-59.13
-5931;-60;4;;-59.31
-5941;-60;4;;-59.41
-5913;-60;4;;-59.13
-5913;-60;4;;-59.13
-5884;-50;4;;-58.84
-5903;-50;4;;-59.03
-5894;-50;4;;-58.94
-5894;-50;4;;-58.94
-5884;-50;4;;-58.84
-5894;-50;4;;-58.94
-5894;-40;4;;-58.94
-5931;-40;4;;-59.31
-5894;-40;4;;-58.94
-5903;-40;4;;-59.03
-5903;-40;4;;-59.03
-5894;-40;4;;-58.94
-5894;-40;4;;-58.94
-5866;-30;4;;-58.66
-5866;-30;4;;-58.66
-5875;-30;4;;-58.75
-5856;-30;4;;-58.56
-5866;-30;4;;-58.66
-5856;-30;4;;-58.56
-5875;-30;4;;-58.75
-5847;-20;4;;-58.47
-5866;-20;4;;-58.66
-5856;-20;4;;-58.56
-5866;-20;4;;-58.66
-5866;-20;4;;-58.66
-5847;-20;4;;-58.47
-5795;-10;4;;-57.95
-5805;-10;4;;-58.05
-5795;-10;4;;-57.95
-5795;-10;4;;-57.95
-5823;-10;4;;-58.23
-5805;-10;4;;-58.05
-5805;-10;4;;-58.05
-5819;0;4;;-58.19
-5819;0;4;;-58.19
-5800;0;4;;-58
-5828;0;4;;-58.28
-5828;0;4;;-58.28
-5800;0;4;;-58
-5795;0;5;;-57.95
-5814;0;5;;-58.14
-5795;0;5;;-57.95
-5795;0;5;;-57.95
-5823;0;5;;-58.23
-5805;0;5;;-58.05
-5814;0;5;;-58.14
-5758;10;5;;-57.58
-5739;10;5;;-57.39
-5758;10;5;;-57.58
-5767;10;5;;-57.67
-5748;10;5;;-57.48
-5767;10;5;;-57.67
-5739;20;5;;-57.39
-5739;20;5;;-57.39
-5767;20;5;;-57.67
-5729;20;5;;-57.29
-5758;20;5;;-57.58
-5748;20;5;;-57.48
-5823;30;5;;-58.23
-5805;30;5;;-58.05
-5805;30;5;;-58.05
-5805;30;5;;-58.05
-5814;30;5;;-58.14
-5823;30;5;;-58.23
-5814;30;5;;-58.14
-5753;40;5;;-57.53
-5762;40;5;;-57.62
-5762;40;5;;-57.62
-5772;40;5;;-57.72
-5762;40;5;;-57.62
-5753;40;5;;-57.53
-5805;50;5;;-58.05
-5786;50;5;;-57.86
-5805;50;5;;-58.05
-5814;50;5;;-58.14
-5795;50;5;;-57.95
-5814;50;5;;-58.14
-5795;50;5;;-57.95
-5842;60;5;;-58.42
-5805;60;5;;-58.05
-5823;60;5;;-58.23
-5852;60;5;;-58.52
-5833;60;5;;-58.33
-5842;60;5;;-58.42
-5833;60;5;;-58.33
-5856;70;5;;-58.56
-5866;70;5;;-58.66
-5856;70;5;;-58.56
-5837;70;5;;-58.37
-5856;70;5;;-58.56
-5866;70;5;;-58.66
-5847;70;5;;-58.47
-5880;80;5;;-58.8
-5899;80;5;;-58.99
-5899;80;5;;-58.99
-5899;80;5;;-58.99
-5880;80;5;;-58.8
-5870;80;5;;-58.7
-5936;90;5;;-59.36
-5927;90;5;;-59.27
-5908;90;5;;-59.08
-5927;90;5;;-59.27
-5927;90;5;;-59.27
-5946;90;5;;-59.46
-5927;90;5;;-59.27
-5917;100;5;;-59.17
-5917;100;5;;-59.17
-5936;100;5;;-59.36
-5908;100;5;;-59.08
-5936;100;5;;-59.36
-5908;100;5;;-59.08
-5875;110;5;;-58.75
-5866;110;5;;-58.66
-5894;110;5;;-58.94
-5866;110;5;;-58.66
-5884;110;5;;-58.84
-5884;110;5;;-58.84
-5884;110;5;;-58.84
-5866;120;5;;-58.66
-5875;120;5;;-58.75
-5875;120;5;;-58.75
-5856;120;5;;-58.56
-5866;120;5;;-58.66
-5884;120;5;;-58.84
-5875;120;5;;-58.75
-5833;130;5;;-58.33
-5823;130;5;;-58.23
-5823;130;5;;-58.23
-5833;130;5;;-58.33
-5823;130;5;;-58.23
-5823;130;5;;-58.23
-5861;140;5;;-58.61
-5870;140;5;;-58.7
-5889;140;5;;-58.89
-5880;140;5;;-58.8
-5870;140;5;;-58.7
-5880;140;5;;-58.8
-5870;140;5;;-58.7
-5823;150;5;;-58.23
-5842;150;5;;-58.42
-5823;150;5;;-58.23
-5833;150;5;;-58.33
-5805;150;5;;-58.05
-5814;150;5;;-58.14
-5743;160;5;;-57.43
-5743;160;5;;-57.43
-5743;160;5;;-57.43
-5753;160;5;;-57.53
-5743;160;5;;-57.43
-5734;160;5;;-57.34
-5753;160;5;;-57.53
-5772;170;5;;-57.72
-5772;170;5;;-57.72
-5781;170;5;;-57.81
-5762;170;5;;-57.62
-5753;170;5;;-57.53
-5772;170;5;;-57.72
-5772;170;5;;-57.72
-5706;180;5;;-57.06
-5678;180;5;;-56.78
-5715;180;5;;-57.15
-5687;180;5;;-56.87
-5715;180;5;;-57.15
-5706;180;5;;-57.06
-5734;180;5;;-57.34
-5692;-170;5;;-56.92
-5701;-170;5;;-57.01
-5692;-170;5;;-56.92
-5692;-170;5;;-56.92
-5692;-170;5;;-56.92
-5701;-170;5;;-57.01
-5814;-160;5;;-58.14
-5814;-160;5;;-58.14
-5833;-160;5;;-58.33
-5814;-160;5;;-58.14
-5833;-160;5;;-58.33
-5833;-160;5;;-58.33
-5823;-160;5;;-58.23
-5776;-150;5;;-57.76
-5767;-150;5;;-57.67
-5776;-150;5;;-57.76
-5767;-150;5;;-57.67
-5786;-150;5;;-57.86
-5795;-150;5;;-57.95
-5762;-140;5;;-57.62
-5743;-140;5;;-57.43
-5734;-140;5;;-57.34
-5743;-140;5;;-57.43
-5743;-140;5;;-57.43
-5734;-140;5;;-57.34
-5762;-140;5;;-57.62
-5870;-130;5;;-58.7
-5852;-130;5;;-58.52
-5852;-130;5;;-58.52
-5870;-130;5;;-58.7
-5842;-130;5;;-58.42
-5861;-130;5;;-58.61
-5884;-120;5;;-58.84
-5903;-120;5;;-59.03
-5903;-120;5;;-59.03
-5894;-120;5;;-58.94
-5894;-120;5;;-58.94
-5913;-120;5;;-59.13
-5913;-120;5;;-59.13
-5922;-110;5;;-59.22
-5903;-110;5;;-59.03
-5931;-110;5;;-59.31
-5941;-110;5;;-59.41
-5922;-110;5;;-59.22
-5931;-110;5;;-59.31
-5922;-110;5;;-59.22
-5922;-100;5;;-59.22
-5941;-100;5;;-59.41
-5941;-100;5;;-59.41
-5922;-100;5;;-59.22
-5931;-100;5;;-59.31
-5931;-100;5;;-59.31
-5913;-90;5;;-59.13
-5941;-90;5;;-59.41
-5922;-90;5;;-59.22
-5922;-90;5;;-59.22
-5931;-90;5;;-59.31
-5950;-90;5;;-59.5
-5941;-90;5;;-59.41
-5950;-80;5;;-59.5
-5969;-80;5;;-59.69
-5960;-80;5;;-59.6
-5969;-80;5;;-59.69
-5978;-80;5;;-59.78
-5950;-80;5;;-59.5
-5960;-80;5;;-59.6
-5969;-70;5;;-59.69
-5969;-70;5;;-59.69
-5960;-70;5;;-59.6
-5978;-70;5;;-59.78
-5978;-70;5;;-59.78
-5988;-70;5;;-59.88
-5988;-70;5;;-59.88
-5964;-60;5;;-59.64
-5955;-60;5;;-59.55
-5964;-60;5;;-59.64
-5964;-60;5;;-59.64
-5974;-60;5;;-59.74
-5955;-60;5;;-59.55
-5955;-50;5;;-59.55
-5955;-50;5;;-59.55
-5974;-50;5;;-59.74
-5964;-50;5;;-59.64
-5974;-50;5;;-59.74
-5974;-50;5;;-59.74
-5964;-50;5;;-59.64
-5917;-40;5;;-59.17
-5908;-40;5;;-59.08
-5908;-40;5;;-59.08
-5936;-40;5;;-59.36
-5917;-40;5;;-59.17
-5908;-40;5;;-59.08
-5917;-40;5;;-59.17
-5894;-30;5;;-58.94
-5884;-30;5;;-58.84
-5894;-30;5;;-58.94
-5894;-30;5;;-58.94
-5875;-30;5;;-58.75
-5875;-30;5;;-58.75
-5837;-20;5;;-58.37
-5837;-20;5;;-58.37
-5847;-20;5;;-58.47
-5828;-20;5;;-58.28
-5837;-20;5;;-58.37
-5856;-20;5;;-58.56
-5819;-10;5;;-58.19
-5837;-10;5;;-58.37
-5809;-10;5;;-58.09
-5819;-10;5;;-58.19
-5828;-10;5;;-58.28
-5828;-10;5;;-58.28
-5837;-10;5;;-58.37
-5795;0;5;;-57.95
-5805;0;5;;-58.05
-5805;0;5;;-58.05
-5795;0;5;;-57.95
-5795;0;5;;-57.95
-5814;0;5;;-58.14
-5805;0;6;;-58.05
-5776;0;6;;-57.76
-5823;0;6;;-58.23
-5814;0;6;;-58.14
-5795;0;6;;-57.95
-5814;0;6;;-58.14
-5776;10;6;;-57.76
-5758;10;6;;-57.58
-5767;10;6;;-57.67
-5776;10;6;;-57.76
-5776;10;6;;-57.76
-5767;10;6;;-57.67
-5809;20;6;;-58.09
-5790;20;6;;-57.9
-5772;20;6;;-57.72
-5772;20;6;;-57.72
-5819;20;6;;-58.19
-5819;20;6;;-58.19
-5781;30;6;;-57.81
-5809;30;6;;-58.09
-5809;30;6;;-58.09
-5800;30;6;;-58
-5819;30;6;;-58.19
-5790;30;6;;-57.9
-5828;40;6;;-58.28
-5819;40;6;;-58.19
-5847;40;6;;-58.47
-5847;40;6;;-58.47
-5837;40;6;;-58.37
-5847;40;6;;-58.47
-5828;40;6;;-58.28
-5852;50;6;;-58.52
-5842;50;6;;-58.42
-5852;50;6;;-58.52
-5861;50;6;;-58.61
-5852;50;6;;-58.52
-5852;50;6;;-58.52
-5870;50;6;;-58.7
-5880;60;6;;-58.8
-5880;60;6;;-58.8
-5889;60;6;;-58.89
-5870;60;6;;-58.7
-5899;60;6;;-58.99
-5889;60;6;;-58.89
-5889;60;6;;-58.89
-5837;70;6;;-58.37
-5847;70;6;;-58.47
-5856;70;6;;-58.56
-5866;70;6;;-58.66
-5847;70;6;;-58.47
-5856;70;6;;-58.56
-5889;80;6;;-58.89
-5870;80;6;;-58.7
-5880;80;6;;-58.8
-5889;80;6;;-58.89
-5889;80;6;;-58.89
-5870;80;6;;-58.7
-5889;90;6;;-58.89
-5852;90;6;;-58.52
-5861;90;6;;-58.61
-5861;90;6;;-58.61
-5861;90;6;;-58.61
-5870;90;6;;-58.7
-5889;90;6;;-58.89
-5903;100;6;;-59.03
-5894;100;6;;-58.94
-5913;100;6;;-59.13
-5913;100;6;;-59.13
-5903;100;6;;-59.03
-5894;100;6;;-58.94
-5903;100;6;;-59.03
-5875;110;6;;-58.75
-5875;110;6;;-58.75
-5866;110;6;;-58.66
-5875;110;6;;-58.75
-5866;110;6;;-58.66
-5875;110;6;;-58.75
-5894;110;6;;-58.94
-5856;120;6;;-58.56
-5884;120;6;;-58.84
-5875;120;6;;-58.75
-5884;120;6;;-58.84
-5884;120;6;;-58.84
-5884;120;6;;-58.84
-5842;130;6;;-58.42
-5852;130;6;;-58.52
-5833;130;6;;-58.33
-5842;130;6;;-58.42
-5823;130;6;;-58.23
-5852;130;6;;-58.52
-5842;130;6;;-58.42
-5781;140;6;;-57.81
-5800;140;6;;-58
-5781;140;6;;-57.81
-5790;140;6;;-57.9
-5790;140;6;;-57.9
-5809;140;6;;-58.09
-5790;140;6;;-57.9
-5800;150;6;;-58
-5819;150;6;;-58.19
-5819;150;6;;-58.19
-5809;150;6;;-58.09
-5809;150;6;;-58.09
-5800;150;6;;-58
-5809;150;6;;-58.09
-5758;160;6;;-57.58
-5758;160;6;;-57.58
-5786;160;6;;-57.86
-5776;160;6;;-57.76
-5767;160;6;;-57.67
-5767;160;6;;-57.67
-5767;170;6;;-57.67
-5767;170;6;;-57.67
-5767;170;6;;-57.67
-5776;170;6;;-57.76
-5776;170;6;;-57.76
-5767;170;6;;-57.67
-5786;170;6;;-57.86
-5692;180;6;;-56.92
-5729;180;6;;-57.29
-5720;180;6;;-57.2
-5720;180;6;;-57.2
-5692;180;6;;-56.92
-5701;180;6;;-57.01
-5729;180;6;;-57.29
-5729;-170;6;;-57.29
-5739;-170;6;;-57.39
-5729;-170;6;;-57.29
-5729;-170;6;;-57.29
-5711;-170;6;;-57.11
-5739;-170;6;;-57.39
-5720;-170;6;;-57.2
-5701;-160;6;;-57.01
-5701;-160;6;;-57.01
-5692;-160;6;;-56.92
-5701;-160;6;;-57.01
-5701;-160;6;;-57.01
-5711;-160;6;;-57.11
-5800;-150;6;;-58
-5800;-150;6;;-58
-5819;-150;6;;-58.19
-5800;-150;6;;-58
-5819;-150;6;;-58.19
-5790;-150;6;;-57.9
-5828;-150;6;;-58.28
-5748;-140;6;;-57.48
-5748;-140;6;;-57.48
-5729;-140;6;;-57.29
-5729;-140;6;;-57.29
-5767;-140;6;;-57.67
-5739;-140;6;;-57.39
-5880;-130;6;;-58.8
-5861;-130;6;;-58.61
-5852;-130;6;;-58.52
-5852;-130;6;;-58.52
-5880;-130;6;;-58.8
-5852;-130;6;;-58.52
-5870;-130;6;;-58.7
-5908;-120;6;;-59.08
-5899;-120;6;;-58.99
-5899;-120;6;;-58.99
-5899;-120;6;;-58.99
-5908;-120;6;;-59.08
-5917;-120;6;;-59.17
-5936;-120;6;;-59.36
-5875;-110;6;;-58.75
-5875;-110;6;;-58.75
-5894;-110;6;;-58.94
-5894;-110;6;;-58.94
-5884;-110;6;;-58.84
-5884;-110;6;;-58.84
-5894;-100;6;;-58.94
-5922;-100;6;;-59.22
-5903;-100;6;;-59.03
-5894;-100;6;;-58.94
-5922;-100;6;;-59.22
-5931;-100;6;;-59.31
-5969;-90;6;;-59.69
-5960;-90;6;;-59.6
-5969;-90;6;;-59.69
-5969;-90;6;;-59.69
-5969;-90;6;;-59.69
-5978;-90;6;;-59.78
-5969;-90;6;;-59.69
-5950;-80;6;;-59.5
-5941;-80;6;;-59.41
-5950;-80;6;;-59.5
-5950;-80;6;;-59.5
-5960;-80;6;;-59.6
-5941;-80;6;;-59.41
-5969;-80;6;;-59.69
-5941;-70;6;;-59.41
-5931;-70;6;;-59.31
-5941;-70;6;;-59.41
-5931;-70;6;;-59.31
-5922;-70;6;;-59.22
-5950;-70;6;;-59.5
-5950;-70;6;;-59.5
-5946;-60;6;;-59.46
-5964;-60;6;;-59.64
-5955;-60;6;;-59.55
-5964;-60;6;;-59.64
-5946;-60;6;;-59.46
-5955;-60;6;;-59.55
-5946;-60;6;;-59.46
-5941;-50;6;;-59.41
-5950;-50;6;;-59.5
-5931;-50;6;;-59.31
-5922;-50;6;;-59.22
-5922;-50;6;;-59.22
-5950;-50;6;;-59.5
-5884;-40;6;;-58.84
-5894;-40;6;;-58.94
-5894;-40;6;;-58.94
-5894;-40;6;;-58.94
-5894;-40;6;;-58.94
-5903;-40;6;;-59.03
-5866;-30;6;;-58.66
-5847;-30;6;;-58.47
-5894;-30;6;;-58.94
-5866;-30;6;;-58.66
-5856;-30;6;;-58.56
-5875;-30;6;;-58.75
-5847;-20;6;;-58.47
-5837;-20;6;;-58.37
-5837;-20;6;;-58.37
-5837;-20;6;;-58.37
-5847;-20;6;;-58.47
-5866;-20;6;;-58.66
-5847;-20;6;;-58.47
-5814;-10;6;;-58.14
-5823;-10;6;;-58.23
-5814;-10;6;;-58.14
-5823;-10;6;;-58.23
-5823;-10;6;;-58.23
-5814;-10;6;;-58.14
-5781;0;6;;-57.81
-5790;0;6;;-57.9
-5819;0;6;;-58.19
-5819;0;6;;-58.19
-5819;0;6;;-58.19
-5809;0;6;;-58.09
-5781;0;6;;-57.81
-5772;0;7;;-57.72
-5790;0;7;;-57.9
-5762;0;7;;-57.62
-5781;0;7;;-57.81
-5790;0;7;;-57.9
-5772;0;7;;-57.72
-5729;10;7;;-57.29
-5767;10;7;;-57.67
-5776;10;7;;-57.76
-5767;10;7;;-57.67
-5748;10;7;;-57.48
-5739;10;7;;-57.39
-5758;10;7;;-57.58
-5748;20;7;;-57.48
-5748;20;7;;-57.48
-5748;20;7;;-57.48
-5758;20;7;;-57.58
-5739;20;7;;-57.39
-5758;20;7;;-57.58
-5767;20;7;;-57.67
-5758;30;7;;-57.58
-5748;30;7;;-57.48
-5767;30;7;;-57.67
-5776;30;7;;-57.76
-5758;30;7;;-57.58
-5748;30;7;;-57.48
-5786;40;7;;-57.86
-5814;40;7;;-58.14
-5795;40;7;;-57.95
-5795;40;7;;-57.95
-5814;40;7;;-58.14
-5795;40;7;;-57.95
-5786;40;7;;-57.86
-5856;50;7;;-58.56
-5819;50;7;;-58.19
-5847;50;7;;-58.47
-5819;50;7;;-58.19
-5837;50;7;;-58.37
-5828;50;7;;-58.28
-5875;60;7;;-58.75
-5894;60;7;;-58.94
-5903;60;7;;-59.03
-5884;60;7;;-58.84
-5866;60;7;;-58.66
-5894;60;7;;-58.94
-5884;60;7;;-58.84
-5847;70;7;;-58.47
-5847;70;7;;-58.47
-5847;70;7;;-58.47
-5847;70;7;;-58.47
-5866;70;7;;-58.66
-5837;70;7;;-58.37
-5866;70;7;;-58.66
-5884;80;7;;-58.84
-5903;80;7;;-59.03
-5894;80;7;;-58.94
-5894;80;7;;-58.94
-5894;80;7;;-58.94
-5894;80;7;;-58.94
-5899;90;7;;-58.99
-5880;90;7;;-58.8
-5889;90;7;;-58.89
-5889;90;7;;-58.89
-5870;90;7;;-58.7
-5899;90;7;;-58.99
-5899;90;7;;-58.99
-5917;100;7;;-59.17
-5908;100;7;;-59.08
-5927;100;7;;-59.27
-5908;100;7;;-59.08
-5927;100;7;;-59.27
-5908;100;7;;-59.08
-5917;100;7;;-59.17
-5894;110;7;;-58.94
-5913;110;7;;-59.13
-5903;110;7;;-59.03
-5903;110;7;;-59.03
-5903;110;7;;-59.03
-5894;110;7;;-58.94
-5880;120;7;;-58.8
-5899;120;7;;-58.99
-5889;120;7;;-58.89
-5899;120;7;;-58.99
-5889;120;7;;-58.89
-5889;120;7;;-58.89
-5908;120;7;;-59.08
-5837;130;7;;-58.37
-5847;130;7;;-58.47
-5866;130;7;;-58.66
-5866;130;7;;-58.66
-5847;130;7;;-58.47
-5847;130;7;;-58.47
-5795;140;7;;-57.95
-5786;140;7;;-57.86
-5795;140;7;;-57.95
-5786;140;7;;-57.86
-5786;140;7;;-57.86
-5795;140;7;;-57.95
-5805;150;7;;-58.05
-5823;150;7;;-58.23
-5814;150;7;;-58.14
-5805;150;7;;-58.05
-5823;150;7;;-58.23
-5814;150;7;;-58.14
-5758;160;7;;-57.58
-5776;160;7;;-57.76
-5776;160;7;;-57.76
-5776;160;7;;-57.76
-5795;160;7;;-57.95
-5776;160;7;;-57.76
-5776;160;7;;-57.76
-5753;170;7;;-57.53
-5772;170;7;;-57.72
-5772;170;7;;-57.72
-5781;170;7;;-57.81
-5772;170;7;;-57.72
-5790;170;7;;-57.9
-5790;170;7;;-57.9
-5706;180;7;;-57.06
-5725;180;7;;-57.25
-5706;180;7;;-57.06
-5706;180;7;;-57.06
-5696;180;7;;-56.96
-5706;180;7;;-57.06
-5734;-170;7;;-57.34
-5734;-170;7;;-57.34
-5715;-170;7;;-57.15
-5743;-170;7;;-57.43
-5734;-170;7;;-57.34
-5734;-170;7;;-57.34
-5706;-170;7;;-57.06
-5743;-160;7;;-57.43
-5725;-160;7;;-57.25
-5725;-160;7;;-57.25
-5743;-160;7;;-57.43
-5743;-160;7;;-57.43
-5743;-160;7;;-57.43
-5715;-160;7;;-57.15
-5795;-150;7;;-57.95
-5795;-150;7;;-57.95
-5795;-150;7;;-57.95
-5795;-150;7;;-57.95
-5823;-150;7;;-58.23
-5805;-150;7;;-58.05
-5823;-150;7;;-58.23
-5748;-140;7;;-57.48
-5748;-140;7;;-57.48
-5767;-140;7;;-57.67
-5767;-140;7;;-57.67
-5739;-140;7;;-57.39
-5758;-140;7;;-57.58
-5748;-140;7;;-57.48
-5814;-130;7;;-58.14
-5795;-130;7;;-57.95
-5795;-130;7;;-57.95
-5795;-130;7;;-57.95
-5805;-130;7;;-58.05
-5795;-130;7;;-57.95
-5899;-120;7;;-58.99
-5908;-120;7;;-59.08
-5908;-120;7;;-59.08
-5880;-120;7;;-58.8
-5889;-120;7;;-58.89
-5889;-120;7;;-58.89
-5922;-110;7;;-59.22
-5931;-110;7;;-59.31
-5931;-110;7;;-59.31
