RSSI-Org;alpha;Reading Number;;RSSI
-5931;-110;7;;-59.31
-5922;-110;7;;-59.22
-5941;-110;7;;-59.41
-5941;-110;7;;-59.41
-5931;-100;7;;-59.31
-5931;-100;7;;-59.31
-5922;-100;7;;-59.22
-5913;-100;7;;-59.13
-5931;-100;7;;-59.31
-5941;-100;7;;-59.41
-5927;-90;7;;-59.27
-5927;-90;7;;-59.27
-5946;-90;7;;-59.46
-5927;-90;7;;-59.27
-5917;-90;7;;-59.17
-5927;-90;7;;-59.27
-5927;-90;7;;-59.27
-5955;-80;7;;-59.55
-5955;-80;7;;-59.55
-5946;-80;7;;-59.46
-5946;-80;7;;-59.46
-5964;-80;7;;-59.64
-5955;-80;7;;-59.55
-5950;-70;7;;-59.5
-5950;-70;7;;-59.5
-5931;-70;7;;-59.31
-5931;-70;7;;-59.31
-5960;-70;7;;-59.6
-5941;-70;7;;-59.41
-5950;-70;7;;-59.5
-5964;-60;7;;-59.64
-5946;-60;7;;-59.46
-5964;-60;7;;-59.64
-5964;-60;7;;-59.64
-5964;-60;7;;-59.64
-5964;-60;7;;-59.64
-5974;-60;7;;-59.74
-5950;-50;7;;-59.5
-5941;-50;7;;-59.41
-5941;-50;7;;-59.41
-5950;-50;7;;-59.5
-5969;-50;7;;-59.69
-5969;-50;7;;-59.69
-5880;-40;7;;-58.8
-5861;-40;7;;-58.61
-5861;-40;7;;-58.61
-5870;-40;7;;-58.7
-5889;-40;7;;-58.89
-5861;-40;7;;-58.61
-5870;-40;7;;-58.7
-5856;-30;7;;-58.56
-5866;-30;7;;-58.66
-5856;-30;7;;-58.56
-5875;-30;7;;-58.75
-5875;-30;7;;-58.75
-5856;-30;7;;-58.56
-5856;-30;7;;-58.56
-5894;-20;7;;-58.94
-5884;-20;7;;-58.84
-5866;-20;7;;-58.66
-5856;-20;7;;-58.56
-5875;-20;7;;-58.75
-5875;-20;7;;-58.75
-5875;-20;7;;-58.75
-5842;-10;7;;-58.42
-5823;-10;7;;-58.23
-5852;-10;7;;-58.52
-5833;-10;7;;-58.33
-5823;-10;7;;-58.23
-5823;-10;7;;-58.23
-5875;0;7;;-58.75
-5847;0;7;;-58.47
-5847;0;7;;-58.47
-5856;0;7;;-58.56
-5847;0;7;;-58.47
-5847;0;7;;-58.47
-5772;0;8;;-57.72
-5781;0;8;;-57.81
-5781;0;8;;-57.81
-5781;0;8;;-57.81
-5781;0;8;;-57.81
-5781;0;8;;-57.81
-5772;10;8;;-57.72
-5781;10;8;;-57.81
-5800;10;8;;-58
-5790;10;8;;-57.9
-5772;10;8;;-57.72
-5781;10;8;;-57.81
-5800;10;8;;-58
-5795;20;8;;-57.95
-5795;20;8;;-57.95
-5805;20;8;;-58.05
-5805;20;8;;-58.05
-5814;20;8;;-58.14
-5795;20;8;;-57.95
-5805;30;8;;-58.05
-5814;30;8;;-58.14
-5823;30;8;;-58.23
-5795;30;8;;-57.95
-5795;30;8;;-57.95
-5814;30;8;;-58.14
-5833;30;8;;-58.33
-5772;40;8;;-57.72
-5781;40;8;;-57.81
-5762;40;8;;-57.62
-5772;40;8;;-57.72
-5772;40;8;;-57.72
-5781;40;8;;-57.81
-5819;50;8;;-58.19
-5828;50;8;;-58.28
-5828;50;8;;-58.28
-5837;50;8;;-58.37
-5828;50;8;;-58.28
-5819;50;8;;-58.19
-5866;50;8;;-58.66
-5805;60;8;;-58.05
-5833;60;8;;-58.33
-5814;60;8;;-58.14
-5823;60;8;;-58.23
-5823;60;8;;-58.23
-5823;60;8;;-58.23
-5880;70;8;;-58.8
-5889;70;8;;-58.89
-5889;70;8;;-58.89
-5880;70;8;;-58.8
-5880;70;8;;-58.8
-5880;70;8;;-58.8
-5880;70;8;;-58.8
-5884;80;8;;-58.84
-5884;80;8;;-58.84
-5894;80;8;;-58.94
-5894;80;8;;-58.94
-5894;80;8;;-58.94
-5894;80;8;;-58.94
-5866;90;8;;-58.66
-5894;90;8;;-58.94
-5875;90;8;;-58.75
-5856;90;8;;-58.56
-5847;90;8;;-58.47
-5875;90;8;;-58.75
-5899;100;8;;-58.99
-5908;100;8;;-59.08
-5899;100;8;;-58.99
-5899;100;8;;-58.99
-5899;100;8;;-58.99
-5880;100;8;;-58.8
-5889;100;8;;-58.89
-5936;110;8;;-59.36
-5964;110;8;;-59.64
-5946;110;8;;-59.46
-5946;110;8;;-59.46
-5955;110;8;;-59.55
-5955;110;8;;-59.55
-5946;110;8;;-59.46
-5889;120;8;;-58.89
-5889;120;8;;-58.89
-5889;120;8;;-58.89
-5889;120;8;;-58.89
-5889;120;8;;-58.89
-5899;120;8;;-58.99
-5899;120;8;;-58.99
-5861;130;8;;-58.61
-5880;130;8;;-58.8
-5899;130;8;;-58.99
-5870;130;8;;-58.7
-5870;130;8;;-58.7
-5880;130;8;;-58.8
-5880;130;8;;-58.8
-5819;140;8;;-58.19
-5819;140;8;;-58.19
-5828;140;8;;-58.28
-5837;140;8;;-58.37
-5828;140;8;;-58.28
-5837;140;8;;-58.37
-5790;150;8;;-57.9
-5809;150;8;;-58.09
-5819;150;8;;-58.19
-5790;150;8;;-57.9
-5809;150;8;;-58.09
-5819;150;8;;-58.19
-5828;150;8;;-58.28
-5772;160;8;;-57.72
-5762;160;8;;-57.62
-5772;160;8;;-57.72
-5772;160;8;;-57.72
-5790;160;8;;-57.9
-5772;160;8;;-57.72
-5781;160;8;;-57.81
-5753;170;8;;-57.53
-5725;170;8;;-57.25
-5753;170;8;;-57.53
-5734;170;8;;-57.34
-5734;170;8;;-57.34
-5734;170;8;;-57.34
-5776;180;8;;-57.76
-5795;180;8;;-57.95
-5795;180;8;;-57.95
-5786;180;8;;-57.86
-5776;180;8;;-57.76
-5776;180;8;;-57.76
-5776;180;8;;-57.76
-5725;-170;8;;-57.25
-5725;-170;8;;-57.25
-5725;-170;8;;-57.25
-5734;-170;8;;-57.34
-5743;-170;8;;-57.43
-5753;-170;8;;-57.53
-5734;-170;8;;-57.34
-5758;-160;8;;-57.58
-5748;-160;8;;-57.48
-5767;-160;8;;-57.67
-5758;-160;8;;-57.58
-5776;-160;8;;-57.76
-5786;-160;8;;-57.86
-5729;-150;8;;-57.29
-5739;-150;8;;-57.39
-5748;-150;8;;-57.48
-5729;-150;8;;-57.29
-5729;-150;8;;-57.29
-5739;-150;8;;-57.39
-5739;-150;8;;-57.39
-5819;-140;8;;-58.19
-5837;-140;8;;-58.37
-5809;-140;8;;-58.09
-5819;-140;8;;-58.19
-5819;-140;8;;-58.19
-5828;-140;8;;-58.28
-5762;-130;8;;-57.62
-5762;-130;8;;-57.62
-5772;-130;8;;-57.72
-5772;-130;8;;-57.72
-5781;-130;8;;-57.81
-5772;-130;8;;-57.72
-5847;-120;8;;-58.47
-5837;-120;8;;-58.37
-5819;-120;8;;-58.19
-5819;-120;8;;-58.19
-5847;-120;8;;-58.47
-5819;-120;8;;-58.19
-5837;-120;8;;-58.37
-5875;-110;8;;-58.75
-5875;-110;8;;-58.75
-5875;-110;8;;-58.75
-5894;-110;8;;-58.94
-5894;-110;8;;-58.94
-5875;-110;8;;-58.75
-5875;-110;8;;-58.75
-5913;-100;8;;-59.13
-5903;-100;8;;-59.03
-5894;-100;8;;-58.94
-5931;-100;8;;-59.31
-5941;-100;8;;-59.41
-5913;-100;8;;-59.13
-5913;-100;8;;-59.13
-5969;-90;8;;-59.69
-5978;-90;8;;-59.78
-5978;-90;8;;-59.78
-5978;-90;8;;-59.78
-5988;-90;8;;-59.88
-6007;-90;8;;-60.07
-5978;-90;8;;-59.78
-5960;-80;8;;-59.6
-5978;-80;8;;-59.78
-5960;-80;8;;-59.6
-5978;-80;8;;-59.78
-5969;-80;8;;-59.69
-5960;-80;8;;-59.6
-5978;-80;8;;-59.78
-5931;-70;8;;-59.31
-5931;-70;8;;-59.31
-5931;-70;8;;-59.31
-5931;-70;8;;-59.31
-5922;-70;8;;-59.22
-5922;-70;8;;-59.22
-5931;-70;8;;-59.31
-5917;-60;8;;-59.17
-5936;-60;8;;-59.36
-5917;-60;8;;-59.17
-5917;-60;8;;-59.17
-5917;-60;8;;-59.17
-5908;-60;8;;-59.08
-5908;-50;8;;-59.08
-5899;-50;8;;-58.99
-5917;-50;8;;-59.17
-5908;-50;8;;-59.08
-5908;-50;8;;-59.08
-5917;-50;8;;-59.17
-5936;-50;8;;-59.36
-5913;-40;8;;-59.13
-5903;-40;8;;-59.03
-5894;-40;8;;-58.94
-5913;-40;8;;-59.13
-5922;-40;8;;-59.22
-5903;-40;8;;-59.03
-5875;-30;8;;-58.75
-5866;-30;8;;-58.66
-5856;-30;8;;-58.56
-5875;-30;8;;-58.75
-5856;-30;8;;-58.56
-5856;-30;8;;-58.56
-5856;-30;8;;-58.56
-5819;-20;8;;-58.19
-5819;-20;8;;-58.19
-5819;-20;8;;-58.19
-5800;-20;8;;-58
-5809;-20;8;;-58.09
-5828;-20;8;;-58.28
-5828;-20;8;;-58.28
-5809;-10;8;;-58.09
-5828;-10;8;;-58.28
-5837;-10;8;;-58.37
-5819;-10;8;;-58.19
-5828;-10;8;;-58.28
-5828;-10;8;;-58.28
-5800;0;8;;-58
-5809;0;8;;-58.09
-5800;0;8;;-58
-5800;0;8;;-58
-5828;0;8;;-58.28
-5828;0;8;;-58.28
-5823;0;9;;-58.23
-5805;0;9;;-58.05
-5823;0;9;;-58.23
-5823;0;9;;-58.23
-5823;0;9;;-58.23
-5805;0;9;;-58.05
-5833;0;9;;-58.33
-5772;10;9;;-57.72
-5762;10;9;;-57.62
-5772;10;9;;-57.72
-5762;10;9;;-57.62
-5762;10;9;;-57.62
-5790;10;9;;-57.9
-5762;10;9;;-57.62
-5739;20;9;;-57.39
-5729;20;9;;-57.29
-5758;20;9;;-57.58
-5739;20;9;;-57.39
-5739;20;9;;-57.39
-5748;20;9;;-57.48
-5823;30;9;;-58.23
-5814;30;9;;-58.14
-5823;30;9;;-58.23
-5842;30;9;;-58.42
-5795;30;9;;-57.95
-5833;30;9;;-58.33
-5814;30;9;;-58.14
-5809;40;9;;-58.09
-5800;40;9;;-58
-5819;40;9;;-58.19
-5809;40;9;;-58.09
-5847;40;9;;-58.47
-5828;40;9;;-58.28
-5828;50;9;;-58.28
-5819;50;9;;-58.19
-5819;50;9;;-58.19
-5847;50;9;;-58.47
-5837;50;9;;-58.37
-5837;50;9;;-58.37
-5875;60;9;;-58.75
-5866;60;9;;-58.66
-5875;60;9;;-58.75
-5856;60;9;;-58.56
-5903;60;9;;-59.03
-5894;60;9;;-58.94
-5847;70;9;;-58.47
-5875;70;9;;-58.75
-5856;70;9;;-58.56
-5866;70;9;;-58.66
-5875;70;9;;-58.75
-5856;70;9;;-58.56
-5866;70;9;;-58.66
-5894;80;9;;-58.94
-5922;80;9;;-59.22
-5894;80;9;;-58.94
-5903;80;9;;-59.03
-5913;80;9;;-59.13
-5894;80;9;;-58.94
-5880;90;9;;-58.8
-5870;90;9;;-58.7
-5861;90;9;;-58.61
-5880;90;9;;-58.8
-5880;90;9;;-58.8
-5880;90;9;;-58.8
-5889;90;9;;-58.89
-5903;100;9;;-59.03
-5894;100;9;;-58.94
-5894;100;9;;-58.94
-5913;100;9;;-59.13
-5913;100;9;;-59.13
-5903;100;9;;-59.03
-5894;100;9;;-58.94
-5908;110;9;;-59.08
-5899;110;9;;-58.99
-5908;110;9;;-59.08
-5927;110;9;;-59.27
-5908;110;9;;-59.08
-5927;110;9;;-59.27
-5908;120;9;;-59.08
-5899;120;9;;-58.99
-5899;120;9;;-58.99
-5908;120;9;;-59.08
-5908;120;9;;-59.08
-5899;120;9;;-58.99
-5908;120;9;;-59.08
-5922;130;9;;-59.22
-5903;130;9;;-59.03
-5913;130;9;;-59.13
-5903;130;9;;-59.03
-5913;130;9;;-59.13
-5913;130;9;;-59.13
-5922;130;9;;-59.22
-5870;140;9;;-58.7
-5889;140;9;;-58.89
-5870;140;9;;-58.7
-5870;140;9;;-58.7
-5870;140;9;;-58.7
-5880;140;9;;-58.8
-5814;150;9;;-58.14
-5814;150;9;;-58.14
-5823;150;9;;-58.23
-5814;150;9;;-58.14
-5805;150;9;;-58.05
-5823;150;9;;-58.23
-5805;150;9;;-58.05
-5795;160;9;;-57.95
-5795;160;9;;-57.95
-5805;160;9;;-58.05
-5795;160;9;;-57.95
-5795;160;9;;-57.95
-5823;160;9;;-58.23
-5772;170;9;;-57.72
-5762;170;9;;-57.62
-5772;170;9;;-57.72
-5772;170;9;;-57.72
-5790;170;9;;-57.9
-5762;170;9;;-57.62
-5772;170;9;;-57.72
-5800;180;9;;-58
-5800;180;9;;-58
-5781;180;9;;-57.81
-5772;180;9;;-57.72
-5790;180;9;;-57.9
-5790;180;9;;-57.9
-5781;180;9;;-57.81
-5696;-170;9;;-56.96
-5678;-170;9;;-56.78
-5696;-170;9;;-56.96
-5696;-170;9;;-56.96
-5696;-170;9;;-56.96
-5687;-170;9;;-56.87
-5767;-160;9;;-57.67
-5758;-160;9;;-57.58
-5748;-160;9;;-57.48
-5758;-160;9;;-57.58
-5758;-160;9;;-57.58
-5758;-160;9;;-57.58
-5734;-150;9;;-57.34
-5725;-150;9;;-57.25
-5734;-150;9;;-57.34
-5725;-150;9;;-57.25
-5725;-150;9;;-57.25
-5725;-150;9;;-57.25
-5743;-150;9;;-57.43
-5828;-140;9;;-58.28
-5837;-140;9;;-58.37
-5837;-140;9;;-58.37
-5828;-140;9;;-58.28
-5837;-140;9;;-58.37
-5837;-140;9;;-58.37
-5776;-130;9;;-57.76
-5767;-130;9;;-57.67
-5786;-130;9;;-57.86
-5758;-130;9;;-57.58
-5767;-130;9;;-57.67
-5767;-130;9;;-57.67
-5767;-130;9;;-57.67
-5861;-120;9;;-58.61
-5852;-120;9;;-58.52
-5833;-120;9;;-58.33
-5823;-120;9;;-58.23
-5852;-120;9;;-58.52
-5823;-120;9;;-58.23
-5823;-120;9;;-58.23
-5889;-110;9;;-58.89
-5899;-110;9;;-58.99
-5880;-110;9;;-58.8
-5880;-110;9;;-58.8
-5880;-110;9;;-58.8
-5870;-110;9;;-58.7
-5941;-100;9;;-59.41
-5931;-100;9;;-59.31
-5941;-100;9;;-59.41
-5931;-100;9;;-59.31
-5922;-100;9;;-59.22
-5931;-100;9;;-59.31
-5922;-100;9;;-59.22
-5941;-90;9;;-59.41
-5922;-90;9;;-59.22
-5913;-90;9;;-59.13
-5922;-90;9;;-59.22
-5903;-90;9;;-59.03
-5941;-90;9;;-59.41
-5931;-90;9;;-59.31
-5941;-80;9;;-59.41
-5941;-80;9;;-59.41
-5931;-80;9;;-59.31
-5950;-80;9;;-59.5
-5941;-80;9;;-59.41
-5941;-80;9;;-59.41
-5946;-70;9;;-59.46
-5946;-70;9;;-59.46
-5955;-70;9;;-59.55
-5946;-70;9;;-59.46
-5964;-70;9;;-59.64
-5955;-70;9;;-59.55
-5936;-60;9;;-59.36
-5955;-60;9;;-59.55
-5964;-60;9;;-59.64
-5936;-60;9;;-59.36
-5955;-60;9;;-59.55
-5955;-60;9;;-59.55
-5955;-60;9;;-59.55
-5941;-50;9;;-59.41
-5931;-50;9;;-59.31
-5941;-50;9;;-59.41
-5950;-50;9;;-59.5
-5950;-50;9;;-59.5
-5950;-50;9;;-59.5
-5913;-40;9;;-59.13
-5913;-40;9;;-59.13
-5903;-40;9;;-59.03
-5922;-40;9;;-59.22
-5903;-40;9;;-59.03
-5903;-40;9;;-59.03
-5903;-40;9;;-59.03
-5856;-30;9;;-58.56
-5884;-30;9;;-58.84
-5856;-30;9;;-58.56
-5866;-30;9;;-58.66
-5856;-30;9;;-58.56
-5866;-30;9;;-58.66
-5856;-30;9;;-58.56
-5861;-20;9;;-58.61
-5889;-20;9;;-58.89
-5870;-20;9;;-58.7
-5880;-20;9;;-58.8
-5889;-20;9;;-58.89
-5889;-20;9;;-58.89
-5880;-20;9;;-58.8
-5833;-10;9;;-58.33
-5833;-10;9;;-58.33
-5842;-10;9;;-58.42
-5852;-10;9;;-58.52
-5833;-10;9;;-58.33
-5842;-10;9;;-58.42
-5767;0;9;;-57.67
-5758;0;9;;-57.58
-5767;0;9;;-57.67
-5786;0;9;;-57.86
-5776;0;9;;-57.76
-5767;0;9;;-57.67
-5776;0;10;;-57.76
-5786;0;10;;-57.86
-5776;0;10;;-57.76
-5795;0;10;;-57.95
-5776;0;10;;-57.76
-5786;0;10;;-57.86
-5776;0;10;;-57.76
-5739;10;10;;-57.39
-5729;10;10;;-57.29
-5729;10;10;;-57.29
-5748;10;10;;-57.48
-5767;10;10;;-57.67
-5758;10;10;;-57.58
-5748;10;10;;-57.48
-5795;20;10;;-57.95
-5786;20;10;;-57.86
-5786;20;10;;-57.86
-5786;20;10;;-57.86
-5786;20;10;;-57.86
-5767;20;10;;-57.67
-5795;20;10;;-57.95
-5800;30;10;;-58
-5809;30;10;;-58.09
-5809;30;10;;-58.09
-5828;30;10;;-58.28
-5790;30;10;;-57.9
-5819;30;10;;-58.19
-5828;30;10;;-58.28
-5781;40;10;;-57.81
-5781;40;10;;-57.81
-5762;40;10;;-57.62
-5772;40;10;;-57.72
-5753;40;10;;-57.53
-5790;40;10;;-57.9
-5837;50;10;;-58.37
-5828;50;10;;-58.28
-5837;50;10;;-58.37
-5828;50;10;;-58.28
-5856;50;10;;-58.56
-5856;50;10;;-58.56
-5823;60;10;;-58.23
-5823;60;10;;-58.23
-5833;60;10;;-58.33
-5833;60;10;;-58.33
-5823;60;10;;-58.23
-5823;60;10;;-58.23
-5814;60;10;;-58.14
-5866;70;10;;-58.66
-5884;70;10;;-58.84
-5894;70;10;;-58.94
-5894;70;10;;-58.94
-5894;70;10;;-58.94
-5866;70;10;;-58.66
-5884;70;10;;-58.84
-5894;80;10;;-58.94
-5884;80;10;;-58.84
-5875;80;10;;-58.75
-5884;80;10;;-58.84
-5894;80;10;;-58.94
-5903;80;10;;-59.03
-5894;80;10;;-58.94
-5875;90;10;;-58.75
-5866;90;10;;-58.66
-5875;90;10;;-58.75
-5856;90;10;;-58.56
-5884;90;10;;-58.84
-5856;90;10;;-58.56
-5946;100;10;;-59.46
-5927;100;10;;-59.27
-5936;100;10;;-59.36
-5917;100;10;;-59.17
-5927;100;10;;-59.27
-5936;100;10;;-59.36
-5936;100;10;;-59.36
-5894;110;10;;-58.94
-5884;110;10;;-58.84
-5884;110;10;;-58.84
-5875;110;10;;-58.75
-5884;110;10;;-58.84
-5875;110;10;;-58.75
-5884;120;10;;-58.84
-5884;120;10;;-58.84
-5875;120;10;;-58.75
-5903;120;10;;-59.03
-5913;120;10;;-59.13
-5894;120;10;;-58.94
-5861;130;10;;-58.61
-5889;130;10;;-58.89
-5880;130;10;;-58.8
-5861;130;10;;-58.61
-5889;130;10;;-58.89
-5870;130;10;;-58.7
-5880;130;10;;-58.8
-5809;140;10;;-58.09
-5819;140;10;;-58.19
-5809;140;10;;-58.09
-5819;140;10;;-58.19
-5809;140;10;;-58.09
-5819;140;10;;-58.19
-5819;140;10;;-58.19
-5776;150;10;;-57.76
-5758;150;10;;-57.58
-5776;150;10;;-57.76
-5767;150;10;;-57.67
-5776;150;10;;-57.76
-5767;150;10;;-57.67
-5781;160;10;;-57.81
-5790;160;10;;-57.9
-5772;160;10;;-57.72
-5781;160;10;;-57.81
-5790;160;10;;-57.9
-5772;160;10;;-57.72
-5772;160;10;;-57.72
-5772;170;10;;-57.72
-5772;170;10;;-57.72
-5772;170;10;;-57.72
-5781;170;10;;-57.81
-5790;170;10;;-57.9
-5762;170;10;;-57.62
-5781;170;10;;-57.81
-5790;180;10;;-57.9
-5781;180;10;;-57.81
-5800;180;10;;-58
-5800;180;10;;-58
-5790;180;10;;-57.9
-5800;180;10;;-58
-5790;180;10;;-57.9
-5790;-170;10;;-57.9
-5800;-170;10;;-58
-5790;-170;10;;-57.9
-5790;-170;10;;-57.9
-5809;-170;10;;-58.09
-5800;-170;10;;-58
-5800;-170;10;;-58
-5758;-160;10;;-57.58
-5748;-160;10;;-57.48
-5748;-160;10;;-57.48
-5767;-160;10;;-57.67
-5748;-160;10;;-57.48
-5758;-160;10;;-57.58
-5786;-160;10;;-57.86
-5781;-150;10;;-57.81
-5772;-150;10;;-57.72
-5790;-150;10;;-57.9
-5790;-150;10;;-57.9
-5781;-150;10;;-57.81
-5772;-150;10;;-57.72
-5790;-150;10;;-57.9
-5842;-140;10;;-58.42
-5842;-140;10;;-58.42
-5861;-140;10;;-58.61
-5842;-140;10;;-58.42
-5852;-140;10;;-58.52
-5833;-140;10;;-58.33
-5880;-130;10;;-58.8
-5899;-130;10;;-58.99
-5889;-130;10;;-58.89
-5889;-130;10;;-58.89
-5899;-130;10;;-58.99
-5899;-130;10;;-58.99
-5899;-130;10;;-58.99
-5819;-120;10;;-58.19
-5819;-120;10;;-58.19
-5809;-120;10;;-58.09
-5837;-120;10;;-58.37
-5819;-120;10;;-58.19
-5847;-120;10;;-58.47
-5922;-110;10;;-59.22
-5913;-110;10;;-59.13
-5931;-110;10;;-59.31
-5922;-110;10;;-59.22
-5922;-110;10;;-59.22
-5922;-110;10;;-59.22
-5913;-110;10;;-59.13
-5908;-100;10;;-59.08
-5936;-100;10;;-59.36
-5917;-100;10;;-59.17
-5908;-100;10;;-59.08
-5936;-100;10;;-59.36
-5908;-100;10;;-59.08
-5917;-90;10;;-59.17
-5927;-90;10;;-59.27
-5946;-90;10;;-59.46
-5936;-90;10;;-59.36
-5936;-90;10;;-59.36
-5946;-90;10;;-59.46
-5936;-90;10;;-59.36
-5941;-80;10;;-59.41
-5969;-80;10;;-59.69
-5941;-80;10;;-59.41
-5950;-80;10;;-59.5
-5941;-80;10;;-59.41
-5950;-80;10;;-59.5
-5950;-80;10;;-59.5
-5917;-70;10;;-59.17
-5936;-70;10;;-59.36
-5927;-70;10;;-59.27
-5936;-70;10;;-59.36
-5927;-70;10;;-59.27
-5917;-70;10;;-59.17
-5917;-70;10;;-59.17
-5913;-60;10;;-59.13
-5913;-60;10;;-59.13
-5922;-60;10;;-59.22
-5913;-60;10;;-59.13
-5941;-60;10;;-59.41
-5931;-60;10;;-59.31
-5903;-50;10;;-59.03
-5903;-50;10;;-59.03
-5903;-50;10;;-59.03
-5894;-50;10;;-58.94
-5894;-50;10;;-58.94
-5903;-50;10;;-59.03
-5903;-50;10;;-59.03
-5894;-40;10;;-58.94
-5875;-40;10;;-58.75
-5875;-40;10;;-58.75
-5866;-40;10;;-58.66
-5894;-40;10;;-58.94
-5856;-40;10;;-58.56
-5856;-30;10;;-58.56
-5856;-30;10;;-58.56
-5856;-30;10;;-58.56
-5875;-30;10;;-58.75
-5875;-30;10;;-58.75
-5847;-30;10;;-58.47
-5884;-30;10;;-58.84
-5823;-20;10;;-58.23
-5823;-20;10;;-58.23
-5823;-20;10;;-58.23
-5842;-20;10;;-58.42
-5833;-20;10;;-58.33
-5823;-20;10;;-58.23
-5823;-20;10;;-58.23
-5842;-10;10;;-58.42
-5833;-10;10;;-58.33
-5814;-10;10;;-58.14
-5842;-10;10;;-58.42
-5833;-10;10;;-58.33
-5842;-10;10;;-58.42
-5842;-10;10;;-58.42
-5828;0;10;;-58.28
-5837;0;10;;-58.37
-5828;0;10;;-58.28
-5847;0;10;;-58.47
-5828;0;10;;-58.28
-5847;0;10;;-58.47
