RSSI-Org;Robot X [m];Robot Y [m];Robot Z [m];Robot Rot Z [deg];Reading Number;;;phi;RSSI
-5598;1.2;0;0;90;6;;;0;-55.98
-5560;1.2;0;0;90;6;;;0;-55.6
-5570;1.2;0;0;90;6;;;0;-55.7
-5570;1.2;0;0;90;6;;;0;-55.7
-5555;1.2;0;0;95;6;;;5;-55.55
-5555;1.2;0;0;95;6;;;5;-55.55
-5565;1.2;0;0;95;6;;;5;-55.65
-5565;1.2;0;0;95;6;;;5;-55.65
-5565;1.2;0;0;95;6;;;5;-55.65
-5565;1.2;0;0;95;6;;;5;-55.65
-5602;1.2;0;0;95;6;;;5;-56.02
-5570;1.2;0;0;100;6;;;10;-55.7
-5579;1.2;0;0;100;6;;;10;-55.79
-5588;1.2;0;0;100;6;;;10;-55.88
-5570;1.2;0;0;100;6;;;10;-55.7
-5560;1.2;0;0;100;6;;;10;-55.6
-5588;1.2;0;0;100;6;;;10;-55.88
-5649;1.2;0;0;105;6;;;15;-56.49
-5659;1.2;0;0;105;6;;;15;-56.59
-5659;1.2;0;0;105;6;;;15;-56.59
-5659;1.2;0;0;105;6;;;15;-56.59
-5659;1.2;0;0;105;6;;;15;-56.59
-5668;1.2;0;0;105;6;;;15;-56.68
-5678;1.2;0;0;105;6;;;15;-56.78
-5781;1.2;0;0;110;6;;;20;-57.81
-5781;1.2;0;0;110;6;;;20;-57.81
-5781;1.2;0;0;110;6;;;20;-57.81
-5790;1.2;0;0;110;6;;;20;-57.9
-5800;1.2;0;0;110;6;;;20;-58
-5772;1.2;0;0;110;6;;;20;-57.72
-5753;1.2;0;0;115;6;;;25;-57.53
-5734;1.2;0;0;115;6;;;25;-57.34
-5762;1.2;0;0;115;6;;;25;-57.62
-5743;1.2;0;0;115;6;;;25;-57.43
-5734;1.2;0;0;115;6;;;25;-57.34
-5753;1.2;0;0;115;6;;;25;-57.53
-5880;1.2;0;0;120;6;;;30;-58.8
-5870;1.2;0;0;120;6;;;30;-58.7
-5899;1.2;0;0;120;6;;;30;-58.99
-5880;1.2;0;0;120;6;;;30;-58.8
-5889;1.2;0;0;120;6;;;30;-58.89
-5880;1.2;0;0;120;6;;;30;-58.8
-5880;1.2;0;0;120;6;;;30;-58.8
-5988;1.2;0;0;125;6;;;35;-59.88
-5969;1.2;0;0;125;6;;;35;-59.69
-5988;1.2;0;0;125;6;;;35;-59.88
-5978;1.2;0;0;125;6;;;35;-59.78
-5997;1.2;0;0;125;6;;;35;-59.97
-5960;1.2;0;0;125;6;;;35;-59.6
-6082;1.2;0;0;130;6;;;40;-60.82
-6101;1.2;0;0;130;6;;;40;-61.01
-6110;1.2;0;0;130;6;;;40;-61.1
-6082;1.2;0;0;130;6;;;40;-60.82
-6101;1.2;0;0;130;6;;;40;-61.01
-6119;1.2;0;0;130;6;;;40;-61.19
-6110;1.2;0;0;130;6;;;40;-61.1
-6326;1.2;0;0;135;6;;;45;-63.26
-6326;1.2;0;0;135;6;;;45;-63.26
-6383;1.2;0;0;135;6;;;45;-63.83
-6364;1.2;0;0;135;6;;;45;-63.64
-6345;1.2;0;0;135;6;;;45;-63.45
-6345;1.2;0;0;135;6;;;45;-63.45
-6477;1.2;0;0;140;6;;;50;-64.77
-6411;1.2;0;0;140;6;;;50;-64.11
-6495;1.2;0;0;140;6;;;50;-64.95
-6439;1.2;0;0;140;6;;;50;-64.39
-6477;1.2;0;0;140;6;;;50;-64.77
-6448;1.2;0;0;140;6;;;50;-64.48
-6636;1.2;0;0;145;6;;;55;-66.36
-6730;1.2;0;0;145;6;;;55;-67.3
-6702;1.2;0;0;145;6;;;55;-67.02
-6712;1.2;0;0;145;6;;;55;-67.12
-6702;1.2;0;0;145;6;;;55;-67.02
-6683;1.2;0;0;145;6;;;55;-66.83
-6933;1.2;0;0;150;6;;;60;-69.33
-6933;1.2;0;0;150;6;;;60;-69.33
-6961;1.2;0;0;150;6;;;60;-69.61
-6942;1.2;0;0;150;6;;;60;-69.42
-6942;1.2;0;0;150;6;;;60;-69.42
-6923;1.2;0;0;150;6;;;60;-69.23
-7153;1.2;0;0;155;6;;;65;-71.53
-7172;1.2;0;0;155;6;;;65;-71.72
-7172;1.2;0;0;155;6;;;65;-71.72
-7393;1.2;0;0;160;6;;;70;-73.93
-7384;1.2;0;0;160;6;;;70;-73.84
-7365;1.2;0;0;160;6;;;70;-73.65
-7337;1.2;0;0;160;6;;;70;-73.37
-7365;1.2;0;0;160;6;;;70;-73.65
-7337;1.2;0;0;160;6;;;70;-73.37
-7576;1.2;0;0;165;6;;;75;-75.76
-7529;1.2;0;0;165;6;;;75;-75.29
-7727;1.2;0;0;165;6;;;75;-77.27
-7595;1.2;0;0;165;6;;;75;-75.95
-7661;1.2;0;0;165;6;;;75;-76.61
-7642;1.2;0;0;165;6;;;75;-76.42
-8084;1.2;0;0;170;6;;;80;-80.84
-8093;1.2;0;0;170;6;;;80;-80.93
-8028;1.2;0;0;170;6;;;80;-80.28
-5588;1.2;0;0;85;6;;;-5;-55.88
-5617;1.2;0;0;85;6;;;-5;-56.17
-5617;1.2;0;0;85;6;;;-5;-56.17
-5598;1.2;0;0;85;6;;;-5;-55.98
-5607;1.2;0;0;85;6;;;-5;-56.07
-5598;1.2;0;0;85;6;;;-5;-55.98
-5617;1.2;0;0;85;6;;;-5;-56.17
-5682;1.2;0;0;80;6;;;-10;-56.82
-5701;1.2;0;0;80;6;;;-10;-57.01
-5711;1.2;0;0;80;6;;;-10;-57.11
-5729;1.2;0;0;80;6;;;-10;-57.29
-5701;1.2;0;0;80;6;;;-10;-57.01
-5720;1.2;0;0;80;6;;;-10;-57.2
-5734;1.2;0;0;75;6;;;-15;-57.34
-5734;1.2;0;0;75;6;;;-15;-57.34
-5725;1.2;0;0;75;6;;;-15;-57.25
-5753;1.2;0;0;75;6;;;-15;-57.53
-5762;1.2;0;0;75;6;;;-15;-57.62
-5734;1.2;0;0;75;6;;;-15;-57.34
-5814;1.2;0;0;70;6;;;-20;-58.14
-5842;1.2;0;0;70;6;;;-20;-58.42
-5833;1.2;0;0;70;6;;;-20;-58.33
-5823;1.2;0;0;70;6;;;-20;-58.23
-5833;1.2;0;0;70;6;;;-20;-58.33
-5833;1.2;0;0;70;6;;;-20;-58.33
-5988;1.2;0;0;65;6;;;-25;-59.88
-5997;1.2;0;0;65;6;;;-25;-59.97
-6016;1.2;0;0;65;6;;;-25;-60.16
-5969;1.2;0;0;65;6;;;-25;-59.69
-6007;1.2;0;0;65;6;;;-25;-60.07
-6007;1.2;0;0;65;6;;;-25;-60.07
-6072;1.2;0;0;60;6;;;-30;-60.72
-6063;1.2;0;0;60;6;;;-30;-60.63
-6063;1.2;0;0;60;6;;;-30;-60.63
-6054;1.2;0;0;60;6;;;-30;-60.54
-6054;1.2;0;0;60;6;;;-30;-60.54
-6054;1.2;0;0;60;6;;;-30;-60.54
-6218;1.2;0;0;55;6;;;-35;-62.18
-6218;1.2;0;0;55;6;;;-35;-62.18
-6228;1.2;0;0;55;6;;;-35;-62.28
-6228;1.2;0;0;55;6;;;-35;-62.28
-6218;1.2;0;0;55;6;;;-35;-62.18
-6190;1.2;0;0;55;6;;;-35;-61.9
-6190;1.2;0;0;55;6;;;-35;-61.9
-6322;1.2;0;0;50;6;;;-40;-63.22
-6340;1.2;0;0;50;6;;;-40;-63.4
-6331;1.2;0;0;50;6;;;-40;-63.31
-6340;1.2;0;0;50;6;;;-40;-63.4
-6312;1.2;0;0;50;6;;;-40;-63.12
-6340;1.2;0;0;50;6;;;-40;-63.4
-6486;1.2;0;0;45;6;;;-45;-64.86
-6505;1.2;0;0;45;6;;;-45;-65.05
-6505;1.2;0;0;45;6;;;-45;-65.05
-6486;1.2;0;0;45;6;;;-45;-64.86
-6486;1.2;0;0;45;6;;;-45;-64.86
-6514;1.2;0;0;45;6;;;-45;-65.14
-6505;1.2;0;0;45;6;;;-45;-65.05
-6693;1.2;0;0;40;6;;;-50;-66.93
-6712;1.2;0;0;40;6;;;-50;-67.12
-6712;1.2;0;0;40;6;;;-50;-67.12
-6702;1.2;0;0;40;6;;;-50;-67.02
-6683;1.2;0;0;40;6;;;-50;-66.83
-6730;1.2;0;0;40;6;;;-50;-67.3
-6712;1.2;0;0;40;6;;;-50;-67.12
-6796;1.2;0;0;35;6;;;-55;-67.96
-6815;1.2;0;0;35;6;;;-55;-68.15
-6815;1.2;0;0;35;6;;;-55;-68.15
-6815;1.2;0;0;35;6;;;-55;-68.15
-6806;1.2;0;0;35;6;;;-55;-68.06
-6796;1.2;0;0;35;6;;;-55;-67.96
-7092;1.2;0;0;30;6;;;-60;-70.92
-7092;1.2;0;0;30;6;;;-60;-70.92
-7111;1.2;0;0;30;6;;;-60;-71.11
-7111;1.2;0;0;30;6;;;-60;-71.11
-7139;1.2;0;0;30;6;;;-60;-71.39
-7102;1.2;0;0;30;6;;;-60;-71.02
-7092;1.2;0;0;30;6;;;-60;-70.92
-7313;1.2;0;0;25;6;;;-65;-73.13
-7341;1.2;0;0;25;6;;;-65;-73.41
-7341;1.2;0;0;25;6;;;-65;-73.41
-7351;1.2;0;0;25;6;;;-65;-73.51
-7370;1.2;0;0;25;6;;;-65;-73.7
-7341;1.2;0;0;25;6;;;-65;-73.41
-7360;1.2;0;0;25;6;;;-65;-73.6
-7384;1.2;0;0;20;6;;;-70;-73.84
-7412;1.2;0;0;20;6;;;-70;-74.12
-7384;1.2;0;0;20;6;;;-70;-73.84
-7356;1.2;0;0;20;6;;;-70;-73.56
-7356;1.2;0;0;20;6;;;-70;-73.56
-7393;1.2;0;0;20;6;;;-70;-73.93
-7384;1.2;0;0;20;6;;;-70;-73.84
-7487;1.2;0;0;15;6;;;-75;-74.87
-7525;1.2;0;0;15;6;;;-75;-75.25
-7468;1.2;0;0;15;6;;;-75;-74.68
-7459;1.2;0;0;15;6;;;-75;-74.59
-7506;1.2;0;0;15;6;;;-75;-75.06
-7478;1.2;0;0;15;6;;;-75;-74.78
-7478;1.2;0;0;15;6;;;-75;-74.78
-5602;1.2;0;0;90;7;;;0;-56.02
-5593;1.2;0;0;90;7;;;0;-55.93
-5593;1.2;0;0;90;7;;;0;-55.93
-5602;1.2;0;0;90;7;;;0;-56.02
-5612;1.2;0;0;90;7;;;0;-56.12
-5612;1.2;0;0;90;7;;;0;-56.12
-5602;1.2;0;0;90;7;;;0;-56.02
-5621;1.2;0;0;95;7;;;5;-56.21
-5602;1.2;0;0;95;7;;;5;-56.02
-5602;1.2;0;0;95;7;;;5;-56.02
-5621;1.2;0;0;95;7;;;5;-56.21
-5612;1.2;0;0;95;7;;;5;-56.12
-5602;1.2;0;0;95;7;;;5;-56.02
-5565;1.2;0;0;100;7;;;10;-55.65
-5555;1.2;0;0;100;7;;;10;-55.55
-5565;1.2;0;0;100;7;;;10;-55.65
-5565;1.2;0;0;100;7;;;10;-55.65
-5565;1.2;0;0;100;7;;;10;-55.65
-5555;1.2;0;0;100;7;;;10;-55.55
-5555;1.2;0;0;100;7;;;10;-55.55
-5584;1.2;0;0;105;7;;;15;-55.84
-5593;1.2;0;0;105;7;;;15;-55.93
-5602;1.2;0;0;105;7;;;15;-56.02
-5593;1.2;0;0;105;7;;;15;-55.93
-5584;1.2;0;0;105;7;;;15;-55.84
-5593;1.2;0;0;105;7;;;15;-55.93
-5706;1.2;0;0;110;7;;;20;-57.06
-5725;1.2;0;0;110;7;;;20;-57.25
-5715;1.2;0;0;110;7;;;20;-57.15
-5706;1.2;0;0;110;7;;;20;-57.06
-5706;1.2;0;0;110;7;;;20;-57.06
-5715;1.2;0;0;110;7;;;20;-57.15
-5753;1.2;0;0;115;7;;;25;-57.53
-5743;1.2;0;0;115;7;;;25;-57.43
-5753;1.2;0;0;115;7;;;25;-57.53
-5743;1.2;0;0;115;7;;;25;-57.43
-5762;1.2;0;0;115;7;;;25;-57.62
-5781;1.2;0;0;115;7;;;25;-57.81
-5772;1.2;0;0;115;7;;;25;-57.72
-5809;1.2;0;0;120;7;;;30;-58.09
-5819;1.2;0;0;120;7;;;30;-58.19
-5819;1.2;0;0;120;7;;;30;-58.19
-5809;1.2;0;0;120;7;;;30;-58.09
-5781;1.2;0;0;120;7;;;30;-57.81
-5837;1.2;0;0;120;7;;;30;-58.37
-5931;1.2;0;0;125;7;;;35;-59.31
-5941;1.2;0;0;125;7;;;35;-59.41
-5960;1.2;0;0;125;7;;;35;-59.6
-5931;1.2;0;0;125;7;;;35;-59.31
-5931;1.2;0;0;125;7;;;35;-59.31
-5941;1.2;0;0;125;7;;;35;-59.41
-5922;1.2;0;0;125;7;;;35;-59.22
-6115;1.2;0;0;130;7;;;40;-61.15
-6105;1.2;0;0;130;7;;;40;-61.05
-6096;1.2;0;0;130;7;;;40;-60.96
-6124;1.2;0;0;130;7;;;40;-61.24
-6087;1.2;0;0;130;7;;;40;-60.87
-6134;1.2;0;0;130;7;;;40;-61.34
-6293;1.2;0;0;135;7;;;45;-62.93
-6331;1.2;0;0;135;7;;;45;-63.31
-6303;1.2;0;0;135;7;;;45;-63.03
-6322;1.2;0;0;135;7;;;45;-63.22
-6312;1.2;0;0;135;7;;;45;-63.12
-6312;1.2;0;0;135;7;;;45;-63.12
-6557;1.2;0;0;140;7;;;50;-65.57
-6538;1.2;0;0;140;7;;;50;-65.38
-6500;1.2;0;0;140;7;;;50;-65
-6510;1.2;0;0;140;7;;;50;-65.1
-6510;1.2;0;0;140;7;;;50;-65.1
-6510;1.2;0;0;140;7;;;50;-65.1
-6777;1.2;0;0;145;7;;;55;-67.77
-6730;1.2;0;0;145;7;;;55;-67.3
-6674;1.2;0;0;145;7;;;55;-66.74
-6702;1.2;0;0;145;7;;;55;-67.02
-6674;1.2;0;0;145;7;;;55;-66.74
-6693;1.2;0;0;145;7;;;55;-66.93
-6975;1.2;0;0;150;7;;;60;-69.75
-6994;1.2;0;0;150;7;;;60;-69.94
-6928;1.2;0;0;150;7;;;60;-69.28
-7003;1.2;0;0;150;7;;;60;-70.03
-6994;1.2;0;0;150;7;;;60;-69.94
-7003;1.2;0;0;150;7;;;60;-70.03
-6975;1.2;0;0;150;7;;;60;-69.75
-7224;1.2;0;0;155;7;;;65;-72.24
-7309;1.2;0;0;155;7;;;65;-73.09
-7215;1.2;0;0;155;7;;;65;-72.15
-7224;1.2;0;0;155;7;;;65;-72.24
-7224;1.2;0;0;155;7;;;65;-72.24
-7388;1.2;0;0;160;7;;;70;-73.88
-7482;1.2;0;0;160;7;;;70;-74.82
-7426;1.2;0;0;160;7;;;70;-74.26
-7379;1.2;0;0;160;7;;;70;-73.79
-7426;1.2;0;0;160;7;;;70;-74.26
-7435;1.2;0;0;160;7;;;70;-74.35
-7407;1.2;0;0;160;7;;;70;-74.07
-7591;1.2;0;0;165;7;;;75;-75.91
-7619;1.2;0;0;165;7;;;75;-76.19
-7638;1.2;0;0;165;7;;;75;-76.38
-7562;1.2;0;0;165;7;;;75;-75.62
-7459;1.2;0;0;165;7;;;75;-74.59
-7863;1.2;0;0;170;7;;;80;-78.63
-7713;1.2;0;0;170;7;;;80;-77.13
-7769;1.2;0;0;170;7;;;80;-77.69
-7826;1.2;0;0;170;7;;;80;-78.26
-7816;1.2;0;0;170;7;;;80;-78.16
-7788;1.2;0;0;170;7;;;80;-77.88
-7826;1.2;0;0;170;7;;;80;-78.26
-5612;1.2;0;0;85;7;;;-5;-56.12
-5621;1.2;0;0;85;7;;;-5;-56.21
-5602;1.2;0;0;85;7;;;-5;-56.02
-5621;1.2;0;0;85;7;;;-5;-56.21
-5612;1.2;0;0;85;7;;;-5;-56.12
-5602;1.2;0;0;85;7;;;-5;-56.02
-5649;1.2;0;0;80;7;;;-10;-56.49
-5649;1.2;0;0;80;7;;;-10;-56.49
-5659;1.2;0;0;80;7;;;-10;-56.59
-5649;1.2;0;0;80;7;;;-10;-56.49
-5649;1.2;0;0;80;7;;;-10;-56.49
-5678;1.2;0;0;80;7;;;-10;-56.78
-5753;1.2;0;0;75;7;;;-15;-57.53
-5772;1.2;0;0;75;7;;;-15;-57.72
-5753;1.2;0;0;75;7;;;-15;-57.53
-5762;1.2;0;0;75;7;;;-15;-57.62
-5753;1.2;0;0;75;7;;;-15;-57.53
-5772;1.2;0;0;75;7;;;-15;-57.72
-5819;1.2;0;0;70;7;;;-20;-58.19
-5828;1.2;0;0;70;7;;;-20;-58.28
-5828;1.2;0;0;70;7;;;-20;-58.28
-5837;1.2;0;0;70;7;;;-20;-58.37
-5809;1.2;0;0;70;7;;;-20;-58.09
-5819;1.2;0;0;70;7;;;-20;-58.19
-5913;1.2;0;0;65;7;;;-25;-59.13
-5913;1.2;0;0;65;7;;;-25;-59.13
-5922;1.2;0;0;65;7;;;-25;-59.22
-5913;1.2;0;0;65;7;;;-25;-59.13
-5894;1.2;0;0;65;7;;;-25;-58.94
-5903;1.2;0;0;65;7;;;-25;-59.03
-5913;1.2;0;0;65;7;;;-25;-59.13
-6040;1.2;0;0;60;7;;;-30;-60.4
-6058;1.2;0;0;60;7;;;-30;-60.58
-6040;1.2;0;0;60;7;;;-30;-60.4
-6068;1.2;0;0;60;7;;;-30;-60.68
-6049;1.2;0;0;60;7;;;-30;-60.49
-6087;1.2;0;0;60;7;;;-30;-60.87
-6049;1.2;0;0;60;7;;;-30;-60.49
-6166;1.2;0;0;55;7;;;-35;-61.66
-6157;1.2;0;0;55;7;;;-35;-61.57
-6166;1.2;0;0;55;7;;;-35;-61.66
-6157;1.2;0;0;55;7;;;-35;-61.57
-6166;1.2;0;0;55;7;;;-35;-61.66
-6148;1.2;0;0;55;7;;;-35;-61.48
-6166;1.2;0;0;55;7;;;-35;-61.66
-6326;1.2;0;0;50;7;;;-40;-63.26
-6345;1.2;0;0;50;7;;;-40;-63.45
-6326;1.2;0;0;50;7;;;-40;-63.26
-6326;1.2;0;0;50;7;;;-40;-63.26
-6326;1.2;0;0;50;7;;;-40;-63.26
-6326;1.2;0;0;50;7;;;-40;-63.26
-6336;1.2;0;0;50;7;;;-40;-63.36
-6448;1.2;0;0;45;7;;;-45;-64.48
-6439;1.2;0;0;45;7;;;-45;-64.39
-6439;1.2;0;0;45;7;;;-45;-64.39
-6411;1.2;0;0;45;7;;;-45;-64.11
-6448;1.2;0;0;45;7;;;-45;-64.48
-6448;1.2;0;0;45;7;;;-45;-64.48
-6430;1.2;0;0;45;7;;;-45;-64.3
-6707;1.2;0;0;40;7;;;-50;-67.07
-6698;1.2;0;0;40;7;;;-50;-66.98
-6707;1.2;0;0;40;7;;;-50;-67.07
-6688;1.2;0;0;40;7;;;-50;-66.88
-6716;1.2;0;0;40;7;;;-50;-67.16
-6716;1.2;0;0;40;7;;;-50;-67.16
-6707;1.2;0;0;40;7;;;-50;-67.07
-6853;1.2;0;0;35;7;;;-55;-68.53
-6843;1.2;0;0;35;7;;;-55;-68.43
-6815;1.2;0;0;35;7;;;-55;-68.15
-6843;1.2;0;0;35;7;;;-55;-68.43
-6806;1.2;0;0;35;7;;;-55;-68.06
-6824;1.2;0;0;35;7;;;-55;-68.24
-6834;1.2;0;0;35;7;;;-55;-68.34
-7036;1.2;0;0;30;7;;;-60;-70.36
-7045;1.2;0;0;30;7;;;-60;-70.45
-7036;1.2;0;0;30;7;;;-60;-70.36
-7036;1.2;0;0;30;7;;;-60;-70.36
-7074;1.2;0;0;30;7;;;-60;-70.74
-7064;1.2;0;0;30;7;;;-60;-70.64
-7045;1.2;0;0;30;7;;;-60;-70.45
-7144;1.2;0;0;25;7;;;-65;-71.44
-7144;1.2;0;0;25;7;;;-65;-71.44
-7153;1.2;0;0;25;7;;;-65;-71.53
-7191;1.2;0;0;25;7;;;-65;-71.91
-7219;1.2;0;0;25;7;;;-65;-72.19
-7153;1.2;0;0;25;7;;;-65;-71.53
-7482;1.2;0;0;20;7;;;-70;-74.82
-7454;1.2;0;0;20;7;;;-70;-74.54
-7417;1.2;0;0;20;7;;;-70;-74.17
-7445;1.2;0;0;20;7;;;-70;-74.45
-7482;1.2;0;0;20;7;;;-70;-74.82
-7435;1.2;0;0;20;7;;;-70;-74.35
-7548;1.2;0;0;15;7;;;-75;-75.48
-7520;1.2;0;0;15;7;;;-75;-75.2
-7567;1.2;0;0;15;7;;;-75;-75.67
-7539;1.2;0;0;15;7;;;-75;-75.39
-7586;1.2;0;0;15;7;;;-75;-75.86
-7558;1.2;0;0;15;7;;;-75;-75.58
-5602;1.2;0;0;90;8;;;0;-56.02
-5602;1.2;0;0;90;8;;;0;-56.02
-5602;1.2;0;0;90;8;;;0;-56.02
-5612;1.2;0;0;90;8;;;0;-56.12
-5602;1.2;0;0;90;8;;;0;-56.02
-5612;1.2;0;0;90;8;;;0;-56.12
-5555;1.2;0;0;95;8;;;5;-55.55
-5565;1.2;0;0;95;8;;;5;-55.65
-5584;1.2;0;0;95;8;;;5;-55.84
-5574;1.2;0;0;95;8;;;5;-55.74
-5584;1.2;0;0;95;8;;;5;-55.84
-5565;1.2;0;0;95;8;;;5;-55.65
-5640;1.2;0;0;100;8;;;10;-56.4
-5612;1.2;0;0;100;8;;;10;-56.12
-5621;1.2;0;0;100;8;;;10;-56.21
-5640;1.2;0;0;100;8;;;10;-56.4
-5640;1.2;0;0;100;8;;;10;-56.4
-5640;1.2;0;0;100;8;;;10;-56.4
-5621;1.2;0;0;100;8;;;10;-56.21
-5593;1.2;0;0;105;8;;;15;-55.93
-5602;1.2;0;0;105;8;;;15;-56.02
-5602;1.2;0;0;105;8;;;15;-56.02
-5584;1.2;0;0;105;8;;;15;-55.84
-5593;1.2;0;0;105;8;;;15;-55.93
-5602;1.2;0;0;105;8;;;15;-56.02
-5584;1.2;0;0;105;8;;;15;-55.84
-5734;1.2;0;0;110;8;;;20;-57.34
-5725;1.2;0;0;110;8;;;20;-57.25
-5734;1.2;0;0;110;8;;;20;-57.34
-5725;1.2;0;0;110;8;;;20;-57.25
-5753;1.2;0;0;110;8;;;20;-57.53
-5725;1.2;0;0;110;8;;;20;-57.25
-5800;1.2;0;0;115;8;;;25;-58
-5790;1.2;0;0;115;8;;;25;-57.9
-5809;1.2;0;0;115;8;;;25;-58.09
-5809;1.2;0;0;115;8;;;25;-58.09
-5809;1.2;0;0;115;8;;;25;-58.09
-5809;1.2;0;0;115;8;;;25;-58.09
-5781;1.2;0;0;115;8;;;25;-57.81
-5847;1.2;0;0;120;8;;;30;-58.47
-5837;1.2;0;0;120;8;;;30;-58.37
-5837;1.2;0;0;120;8;;;30;-58.37
-5847;1.2;0;0;120;8;;;30;-58.47
-5819;1.2;0;0;120;8;;;30;-58.19
-5837;1.2;0;0;120;8;;;30;-58.37
-5837;1.2;0;0;120;8;;;30;-58.37
-5974;1.2;0;0;125;8;;;35;-59.74
-5974;1.2;0;0;125;8;;;35;-59.74
-5983;1.2;0;0;125;8;;;35;-59.83
-5964;1.2;0;0;125;8;;;35;-59.64
-5974;1.2;0;0;125;8;;;35;-59.74
-5983;1.2;0;0;125;8;;;35;-59.83
-5983;1.2;0;0;125;8;;;35;-59.83
-6091;1.2;0;0;130;8;;;40;-60.91
-6101;1.2;0;0;130;8;;;40;-61.01
-6082;1.2;0;0;130;8;;;40;-60.82
-6110;1.2;0;0;130;8;;;40;-61.1
-6129;1.2;0;0;130;8;;;40;-61.29
-6129;1.2;0;0;130;8;;;40;-61.29
-6312;1.2;0;0;135;8;;;45;-63.12
-6322;1.2;0;0;135;8;;;45;-63.22
-6322;1.2;0;0;135;8;;;45;-63.22
-6312;1.2;0;0;135;8;;;45;-63.12
-6312;1.2;0;0;135;8;;;45;-63.12
-6246;1.2;0;0;135;8;;;45;-62.46
-6322;1.2;0;0;135;8;;;45;-63.22
-6495;1.2;0;0;140;8;;;50;-64.95
-6486;1.2;0;0;140;8;;;50;-64.86
-6514;1.2;0;0;140;8;;;50;-65.14
-6467;1.2;0;0;140;8;;;50;-64.67
-6495;1.2;0;0;140;8;;;50;-64.95
-6514;1.2;0;0;140;8;;;50;-65.14
-6514;1.2;0;0;140;8;;;50;-65.14
-6665;1.2;0;0;145;8;;;55;-66.65
-6599;1.2;0;0;145;8;;;55;-65.99
-6665;1.2;0;0;145;8;;;55;-66.65
-6674;1.2;0;0;145;8;;;55;-66.74
-6627;1.2;0;0;145;8;;;55;-66.27
-6674;1.2;0;0;145;8;;;55;-66.74
-6876;1.2;0;0;150;8;;;60;-68.76
-6857;1.2;0;0;150;8;;;60;-68.57
-6933;1.2;0;0;150;8;;;60;-69.33
-6867;1.2;0;0;150;8;;;60;-68.67
-6904;1.2;0;0;150;8;;;60;-69.04
-6848;1.2;0;0;150;8;;;60;-68.48
-7276;1.2;0;0;155;8;;;65;-72.76
-7182;1.2;0;0;155;8;;;65;-71.82
-7003;1.2;0;0;155;8;;;65;-70.03
-7135;1.2;0;0;155;8;;;65;-71.35
-7238;1.2;0;0;155;8;;;65;-72.38
-7153;1.2;0;0;155;8;;;65;-71.53
-7407;1.2;0;0;160;8;;;70;-74.07
-7388;1.2;0;0;160;8;;;70;-73.88
-7341;1.2;0;0;160;8;;;70;-73.41
-7388;1.2;0;0;160;8;;;70;-73.88
-7426;1.2;0;0;160;8;;;70;-74.26
-7426;1.2;0;0;160;8;;;70;-74.26
-7435;1.2;0;0;160;8;;;70;-74.35
-7619;1.2;0;0;165;8;;;75;-76.19
-7656;1.2;0;0;165;8;;;75;-76.56
-7544;1.2;0;0;165;8;;;75;-75.44
-7534;1.2;0;0;165;8;;;75;-75.34
-7487;1.2;0;0;165;8;;;75;-74.87
-7553;1.2;0;0;165;8;;;75;-75.53
-7793;1.2;0;0;170;8;;;80;-77.93
-7849;1.2;0;0;170;8;;;80;-78.49
-7877;1.2;0;0;170;8;;;80;-78.77
-7811;1.2;0;0;170;8;;;80;-78.11
-7868;1.2;0;0;170;8;;;80;-78.68
-7793;1.2;0;0;170;8;;;80;-77.93
-5602;1.2;0;0;85;8;;;-5;-56.02
-5602;1.2;0;0;85;8;;;-5;-56.02
-5593;1.2;0;0;85;8;;;-5;-55.93
-5612;1.2;0;0;85;8;;;-5;-56.12
